1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
344830	346596	349511	353182	357495	361927	366996	372798	378671	385298	393142	400937	408029	413611	418530	423539	428798	434556	440088	445824	451304	452321	451078	449952	449965	451679	453300	456113	459597	465610	469892	469983	478618
